1,11.750768912753001
2,11.750768912753001
3,11.750768912753001
4,11.750768912753001
5,8.126358872817983
6,9.1437432374506322
7,9.1437432374506322
8,0.67622498165230072
9,0.64322022333936058
10,0.59345012084397741
11,0.54856867650465657
12,0.50471958528013905
13,0.46268018920718157
14,0.42241155795830676
15,0.38406250099986183
16,0.34770467183610493
17,0.3134194102374534
18,0.28125974388987901
19,0.25126745056054178
20,0.22346161998135183
21,0.19784526338937433
22,0.17439970013540573
23,0.15308952948035431
24,0.13385869909399906
25,0.11663651164315381
26,0.10133319781198193
27,0.087849485314335438
28,0.076067638827686149
29,0.065871366186255276
30,0.057118529864581519
31,0.049699451890404103
32,0.04342772440304634
33,0.038286719678345314
34,0.03385977712333528
35,0.030791753803504865
36,0.026907332148470409
37,0.029694968481199541
38,0.029694968481199541
39,0.029694968481199541
40,0.024635024591005149
41,0.024588235766835317
42,0.024065211475002374
43,0.023657957016059127
44,0.023237138449937567
45,0.022840214155562186
46,0.02245532143116729
47,0.022088810973874246
48,0.021738653650812897
49,0.021407104363737002
50,0.021093536160615507
51,0.020799131634974682
52,0.020523339793323027
53,0.020266897133103159
54,0.020028924710929083
55,0.01981004599929476
